station,catchment,zone,sample_date,year,month,season,ec_us_cm,total_n_mg_l,nox_n_mg_l,total_p_mg_l,reactive_p_mg_l,tss_mg_l,turbidity_ntu,do_sat_pct,ph,risk_score,high_concern,turbidity_ntu_bad,tss_mg_l_bad,total_n_mg_l_bad,total_p_mg_l_bad,do_sat_pct_bad,next_month_high_concern
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2016-12-13 15:08:00,2016,12,summer,937.0,0.45,0.02,0.02,0.005,10.0,8.1,79.9,7.5,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2016-12-13 15:45:00,2016,12,summer,1096.0,0.44,0.02,0.088,0.053,18.0,24.5,104.0,8.2,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2016-12-13 17:16:00,2016,12,summer,986.0,0.32,0.02,0.092,0.019,10.0,8.6,96.2,8.3,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2016-12-19 09:30:00,2016,12,summer,83.0,0.32,0.02,0.01,0.005,10.0,1.4,73.5,7.3,1,0.0,0,0,0,0,1,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2016-12-19 11:55:00,2016,12,summer,63.0,0.36,0.02,0.02,0.005,10.0,1.4,85.2,7.4,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2016-12-19 13:22:00,2016,12,summer,140.0,0.26,0.02,0.01,0.005,10.0,1.6,123.0,9.0,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2016-12-20 07:08:00,2016,12,summer,200.0,0.69,0.03,0.066,0.047,10.0,4.3,79.5,7.5,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT WIANGAREE,Richmond,Far North Coast,2016-12-20 08:28:00,2016,12,summer,270.0,0.3,0.04,0.12,0.11,10.0,4.5,88.5,8.0,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2016-12-20 09:15:00,2016,12,summer,250.0,0.73,0.07,0.16,0.13,11.0,18.9,96.9,7.9,1,0.0,0,0,0,1,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2016-12-20 10:43:00,2016,12,summer,210.0,0.4,0.01,0.02,0.005,10.0,1.7,105.0,8.7,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-01-03 09:16:00,2017,1,summer,947.0,0.61,0.07,0.087,0.008,25.0,28.0,89.6,8.2,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-01-03 10:09:00,2017,1,summer,899.0,0.36,0.02,0.02,0.005,10.0,10.8,54.5,7.4,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-01-03 10:49:00,2017,1,summer,997.0,0.57,0.01,0.11,0.01,41.0,41.5,89.1,8.1,2,1.0,1,1,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-01-03 12:26:00,2017,1,summer,1036.0,0.31,0.02,0.076,0.016,10.0,9.1,113.0,8.3,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-01-03 14:31:00,2017,1,summer,474.0,0.58,0.27,0.098,0.012,21.0,22.7,77.2,7.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-01-03 16:14:00,2017,1,summer,220.0,0.28,0.02,0.08,0.041,10.0,5.3,102.0,8.3,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-01-04 07:16:00,2017,1,summer,1015.0,0.57,0.01,0.1,0.007,26.0,31.9,87.8,8.2,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-01-04 09:22:00,2017,1,summer,350.0,0.45,0.01,0.054,0.012,10.0,2.4,70.5,7.6,1,0.0,0,0,0,0,1,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-01-04 12:09:00,2017,1,summer,110.0,0.92,0.15,0.089,0.029,10.0,32.7,84.9,7.4,1,0.0,0,0,1,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-01-04 15:31:00,2017,1,summer,150.0,0.37,0.01,0.028,0.01,10.0,1.5,101.0,8.1,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-01-05 07:06:00,2017,1,summer,170.0,0.24,0.05,0.02,0.005,10.0,1.6,83.4,7.6,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-01-05 08:43:00,2017,1,summer,190.0,0.48,0.01,0.02,0.005,10.0,0.9,135.0,9.2,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-01-05 11:50:00,2017,1,summer,900.0,0.62,0.02,0.062,0.031,10.0,2.8,74.8,7.6,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-01-17 12:45:00,2017,1,summer,94.0,0.324,0.02,0.016,0.005,10.0,1.1,74.7,6.9,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-01-17 15:06:00,2017,1,summer,143.0,0.121,0.01,0.011,0.005,10.0,1.1,86.0,7.5,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-01-17 16:30:00,2017,1,summer,114.0,0.156,0.03,0.011,0.005,10.0,1.3,101.0,7.5,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-01-18 08:45:00,2017,1,summer,114.0,0.215,0.02,0.025,0.01,10.0,1.6,79.7,7.9,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-01-18 10:26:00,2017,1,summer,171.0,0.22,0.03,0.019,0.005,10.0,3.0,102.0,8.1,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-01-18 13:27:00,2017,1,summer,227.0,0.172,0.01,0.01,0.005,10.0,0.8,89.4,7.8,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-01-18 17:39:00,2017,1,summer,78.0,0.344,,0.03,,10.0,13.8,94.9,8.0,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-01-23 10:42:00,2017,1,summer,76.0,0.226,0.04,0.019,0.005,10.0,4.8,117.0,7.2,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-01-23 13:07:00,2017,1,summer,57.0,0.276,0.01,0.017,0.005,10.0,1.7,103.0,7.5,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-01-23 14:48:00,2017,1,summer,124.0,0.306,0.02,0.018,0.005,10.0,3.8,157.0,9.1,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-01-24 07:38:00,2017,1,summer,149.0,0.292,0.04,0.069,0.046,10.0,7.0,90.9,8.0,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-01-24 09:39:00,2017,1,summer,277.0,0.356,0.02,0.161,0.132,10.0,7.9,106.0,8.0,1,0.0,0,0,0,1,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-01-24 11:08:00,2017,1,summer,218.0,0.43,0.03,0.014,0.005,10.0,1.7,113.0,8.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-01-31 11:11:00,2017,1,summer,,0.465,0.04,0.055,0.019,17.0,,,,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-01-31 12:59:00,2017,1,summer,945.0,0.339,0.02,0.017,0.005,10.0,8.0,73.5,7.6,1,0.0,0,0,0,0,1,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-01-31 14:20:00,2017,1,summer,1080.0,0.304,0.02,0.069,0.052,10.0,6.4,144.0,8.5,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-02-01 06:18:00,2017,2,summer,397.0,0.37,0.04,0.109,0.073,10.0,9.2,70.0,8.0,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-02-01 08:26:00,2017,2,summer,419.0,0.595,0.24,0.069,0.033,16.0,15.2,66.3,7.8,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-02-01 09:33:00,2017,2,summer,930.0,0.487,0.04,0.086,0.035,17.0,23.0,72.2,8.1,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-02-01 11:51:00,2017,2,summer,1075.0,0.51,0.03,0.082,0.026,25.0,38.5,105.0,8.0,1,0.0,1,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-02-01 14:45:00,2017,2,summer,391.0,0.661,0.02,0.041,0.009,10.0,7.1,97.0,7.8,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-02-02 06:06:00,2017,2,summer,142.0,0.422,0.04,0.056,0.043,10.0,1.4,63.8,7.6,1,0.0,0,0,0,0,1,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-02-02 09:08:00,2017,2,summer,154.0,0.359,0.02,0.044,0.014,10.0,1.3,199.0,9.5,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-02-02 13:07:00,2017,2,summer,181.0,0.45,0.02,0.017,0.005,21.0,0.9,134.0,9.1,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-02-02 15:06:00,2017,2,summer,161.0,0.234,0.02,0.016,0.005,10.0,2.1,110.0,8.0,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-02-03 06:53:00,2017,2,summer,908.0,0.606,0.03,0.035,0.014,10.0,0.1,,7.6,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-02-14 11:19:00,2017,2,summer,79.0,0.446,0.06,0.018,0.005,10.0,1.3,67.3,6.6,1,0.0,0,0,0,0,1,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-02-14 13:20:00,2017,2,summer,122.0,0.113,0.02,0.015,0.005,10.0,0.8,89.8,7.2,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-02-14 14:36:00,2017,2,summer,115.0,0.206,0.03,0.015,0.005,10.0,1.0,101.0,7.5,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-02-15 06:45:00,2017,2,summer,122.0,0.402,0.03,0.029,0.011,10.0,1.6,75.5,7.0,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-02-15 08:25:00,2017,2,summer,168.0,0.289,0.04,0.024,0.005,10.0,2.4,100.0,7.9,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-02-15 10:33:00,2017,2,summer,234.0,0.224,0.02,0.016,0.005,10.0,3.7,90.8,7.6,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-02-15 12:48:00,2017,2,summer,77.0,0.286,0.02,0.033,0.005,10.0,7.2,94.0,7.5,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-02-22 12:17:00,2017,2,summer,68.0,0.147,0.01,0.019,0.005,10.0,1.7,110.0,7.7,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-02-22 14:49:00,2017,2,summer,50.0,0.239,0.01,0.018,0.005,10.0,2.3,105.0,7.9,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-02-22 16:12:00,2017,2,summer,111.0,0.343,0.01,0.02,0.005,10.0,2.2,132.0,9.0,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-02-23 07:21:00,2017,2,summer,298.0,0.374,0.02,0.201,0.188,10.0,4.1,89.3,8.0,1,0.0,0,0,0,1,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-02-23 08:51:00,2017,2,summer,151.0,0.474,0.02,0.023,0.006,10.0,1.7,89.9,8.4,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-02-23 11:58:00,2017,2,summer,178.0,0.27,0.01,0.055,0.037,10.0,2.4,109.0,7.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-03-06 08:54:00,2017,3,autumn,544.0,0.395,0.07,0.046,0.01,19.0,18.4,82.7,7.8,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-03-06 09:48:00,2017,3,autumn,903.0,0.494,0.02,0.023,0.005,11.0,20.7,35.3,7.3,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-03-06 10:26:00,2017,3,autumn,694.0,0.506,0.13,0.071,0.024,24.0,19.7,80.4,7.9,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-03-06 12:04:00,2017,3,autumn,1105.0,0.327,0.03,0.038,0.009,10.0,4.2,166.0,8.5,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-03-06 13:44:00,2017,3,autumn,362.0,0.571,0.21,0.067,0.01,19.0,11.3,82.6,7.8,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-03-06 15:14:00,2017,3,autumn,231.0,0.348,0.04,0.063,0.023,10.0,15.8,95.7,8.1,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-03-07 07:38:00,2017,3,autumn,736.0,0.865,0.19,0.091,0.016,34.0,29.7,87.3,8.0,1,0.0,0,1,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-03-07 09:45:00,2017,3,autumn,366.0,0.686,0.07,0.051,0.024,10.0,8.3,36.1,7.2,1,0.0,0,0,0,0,1,1.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-03-07 12:56:00,2017,3,autumn,247.0,1.703,0.49,0.19,0.228,12.0,38.7,85.0,7.6,3,1.0,1,0,1,1,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-03-08 07:54:00,2017,3,autumn,976.0,0.686,0.02,0.032,0.037,10.0,3.8,,7.2,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-03-08 09:39:00,2017,3,autumn,132.0,0.725,0.35,0.027,0.016,10.0,9.0,85.1,7.6,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-03-08 11:08:00,2017,3,autumn,131.0,0.41,0.04,0.018,0.011,10.0,2.7,80.3,7.6,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-03-14 11:52:00,2017,3,autumn,,,,,0.005,,,,,0,0.0,0,0,0,0,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-03-21 10:32:00,2017,3,autumn,84.0,0.341,0.09,0.01,0.005,10.0,2.8,88.5,7.1,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-03-21 12:41:00,2017,3,autumn,121.0,0.378,0.1,0.015,0.005,10.0,1.8,88.1,7.3,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-03-21 14:08:00,2017,3,autumn,97.0,0.392,0.03,0.011,0.005,10.0,1.3,91.7,7.6,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-03-22 07:36:00,2017,3,autumn,128.0,0.801,0.33,0.055,0.035,10.0,6.1,81.2,7.1,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-03-22 14:39:00,2017,3,autumn,131.0,0.527,0.09,0.053,0.035,10.0,6.2,96.7,7.9,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-03-29 10:37:00,2017,3,autumn,63.0,0.313,0.14,0.021,0.014,10.0,5.5,99.9,6.8,0,0.0,0,0,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-03-29 12:51:00,2017,3,autumn,46.0,0.311,0.18,0.028,0.015,10.0,5.7,102.0,7.4,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-03-29 14:17:00,2017,3,autumn,92.0,0.585,0.18,0.032,0.015,10.0,11.3,106.0,7.0,0,0.0,0,0,0,0,0,1.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-03-30 07:24:00,2017,3,autumn,65.0,1.283,0.1,0.313,0.089,324.0,381.0,102.0,7.6,4,1.0,1,1,1,1,0,1.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-03-30 09:31:00,2017,3,autumn,152.0,0.785,0.24,0.272,0.23,24.0,343.0,102.0,7.4,2,1.0,1,0,0,1,0,1.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-04-03 12:26:00,2017,4,autumn,700.0,1.923,1.0,0.424,0.163,269.0,151.0,85.5,8.0,4,1.0,1,1,1,1,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-04-03 14:34:00,2017,4,autumn,565.0,1.199,0.46,0.086,0.045,15.0,15.4,78.6,7.6,1,0.0,0,0,1,0,0,1.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-04-03 16:04:00,2017,4,autumn,529.0,3.334,1.6,0.612,0.248,291.0,509.0,79.9,7.8,4,1.0,1,1,1,1,0,1.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-04-03 17:23:00,2017,4,autumn,544.0,2.425,1.2,0.333,0.147,155.0,246.0,81.0,7.8,4,1.0,1,1,1,1,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-04-04 09:28:00,2017,4,autumn,127.0,0.227,0.01,0.04,0.026,10.0,4.3,94.0,7.6,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-04-04 12:00:00,2017,4,autumn,181.0,0.893,0.43,0.049,0.038,10.0,7.0,95.3,7.8,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-04-04 17:16:00,2017,4,autumn,159.0,0.597,0.21,0.051,0.038,10.0,6.9,93.2,7.7,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-04-05 08:55:00,2017,4,autumn,94.0,0.231,0.15,0.033,0.01,10.0,7.2,93.5,7.4,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-04-05 10:37:00,2017,4,autumn,136.0,0.512,0.24,0.073,0.039,10.0,5.9,87.4,7.4,0,0.0,0,0,0,0,0,1.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-04-05 14:46:00,2017,4,autumn,283.0,0.918,0.13,0.138,0.082,10.0,12.6,88.7,7.4,2,1.0,0,0,1,1,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-04-05 16:17:00,2017,4,autumn,167.0,0.574,0.04,0.137,0.104,12.0,11.8,93.4,7.4,1,0.0,0,0,0,1,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-04-06 09:19:00,2017,4,autumn,417.0,0.62,0.09,0.027,0.005,10.0,10.7,65.1,7.0,1,0.0,0,0,0,0,1,1.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-04-06 09:58:00,2017,4,autumn,752.0,0.975,0.58,0.287,0.103,70.0,90.5,87.7,8.1,4,1.0,1,1,1,1,0,0.0
CLYDE RIVER AT BROOMAN,Clyde,South Coast,2017-04-18 12:40:00,2017,4,autumn,100.0,0.28,0.03,0.01,0.005,10.0,1.2,91.9,7.6,0,0.0,0,0,0,0,0,0.0
DEUA RIVER AT RIVERVIEW,Moruya,South Coast,2017-04-18 14:31:00,2017,4,autumn,130.0,0.16,0.03,0.01,0.005,10.0,0.9,94.3,7.3,0,0.0,0,0,0,0,0,0.0
TUROSS RIVER AT NERRIGUNDAH MOUNTAIN RD BRIDGE,Tuross,South coast,2017-04-18 15:43:00,2017,4,autumn,100.0,0.19,0.03,0.01,0.005,10.0,0.9,94.5,7.3,0,0.0,0,0,0,0,0,0.0
BROGO RIVER AT ANGLEDALE,Bega,South Coast,2017-04-19 07:45:00,2017,4,autumn,130.0,0.33,0.05,0.021,0.01,10.0,1.2,83.3,7.2,0,0.0,0,0,0,0,0,0.0
BEMBOKE RIVER AT POLACKS FLAT ROAD,Bega,South coast,2017-04-19 09:12:00,2017,4,autumn,150.0,0.38,0.24,0.02,0.017,10.0,3.6,100.0,7.8,0,0.0,0,0,0,0,0,0.0
TOWAMBA RIVER AT TOWAMBA VILLAGE,Towamba,South coast,2017-04-19 11:35:00,2017,4,autumn,210.0,0.2,0.02,0.01,0.005,10.0,2.7,90.8,7.5,0,0.0,0,0,0,0,0,0.0
LITTLE PLAINS RIVER AT WELLESLEY (ROWES),Snowy,South Coast,2017-04-19 13:31:00,2017,4,autumn,84.0,0.73,0.03,0.024,0.005,10.0,6.1,92.1,7.6,0,0.0,0,0,0,0,0,0.0
BELLINGER RIVER AT BELLINGEN,Bellinger,North Coast,2017-04-26 10:49:00,2017,4,autumn,75.0,0.157,0.06,0.017,0.006,77.0,2.7,90.7,7.2,1,0.0,0,1,0,0,0,0.0
NYMBOIDA RIVER AT NYMBOIDA,Clarence,North Coast,2017-04-26 13:17:00,2017,4,autumn,50.0,0.184,0.06,0.012,0.005,10.0,1.8,98.2,7.8,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT LILYDALE BRIDGE,Clarence,North Coast,2017-04-26 14:39:00,2017,4,autumn,109.0,0.273,0.06,0.015,0.006,10.0,2.9,103.0,7.5,0,0.0,0,0,0,0,0,0.0
OXLEY RIVER AT UPSTREAM EUNGELLA (MCKENZIES BRIDGE),Tweed,Far North Coast,2017-04-27 07:34:00,2017,4,autumn,156.0,0.188,0.05,0.038,0.025,10.0,4.3,91.9,7.6,0,0.0,0,0,0,0,0,0.0
RICHMOND RIVER AT CASINO,Richmond,Far North Coast,2017-04-27 09:30:00,2017,4,autumn,267.0,0.375,0.11,0.098,0.077,10.0,11.8,106.0,7.8,0,0.0,0,0,0,0,0,0.0
CLARENCE RIVER AT PADDYS FLAT,Clarence,North Coast,2017-04-27 10:58:00,2017,4,autumn,207.0,0.435,0.02,0.024,0.008,10.0,3.3,102.0,8.3,0,0.0,0,0,0,0,0,0.0
WOLLOMBI BROOK AT WARKWRTH,Hunter,Hunter,2017-05-08 14:38:00,2017,5,autumn,553.0,0.483,0.06,0.01,0.005,10.0,8.8,68.8,7.5,1,0.0,0,0,0,0,1,0.0
HUNTER RIVER AT MOSES CROSSING,Hunter,Hunter,2017-05-08 15:29:00,2017,5,autumn,698.0,0.434,0.16,0.07,0.015,23.0,30.6,91.9,8.1,0,0.0,0,0,0,0,0,0.0
GOULBURN RIVER AT SANDY HOLLOW,Hunter,Hunter,2017-05-09 07:25:00,2017,5,autumn,860.0,0.22,0.04,0.075,0.04,10.0,4.4,89.5,8.5,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MUSWELLBROOK,Hunter,Hunter,2017-05-09 09:24:00,2017,5,autumn,310.0,0.367,0.08,0.054,0.011,11.0,11.3,87.0,8.5,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-05-09 11:17:00,2017,5,autumn,,,,,,,,,,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT MOONAN FLAT,Hunter,Hunter,2017-05-09 11:17:00,2017,5,autumn,179.0,0.138,0.03,0.032,0.022,10.0,2.2,94.1,8.7,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT SINGLETON,Hunter,Hunter,2017-05-09 14:25:00,2017,5,autumn,638.0,0.478,0.26,0.048,0.018,11.0,21.4,97.4,8.3,0,0.0,0,0,0,0,0,0.0
HUNTER RIVER AT LUSKINTYRE,Hunter,Hunter,2017-05-09 16:41:00,2017,5,autumn,697.0,0.448,0.14,0.051,0.031,10.0,18.8,100.0,8.5,0,0.0,0,0,0,0,0,0.0
KARUAH RIVER AT BOORAL,Karuah,Lower North Coast,2017-05-10 09:15:00,2017,5,autumn,233.0,0.365,0.06,0.038,0.021,10.0,2.7,75.9,8.5,0,0.0,0,0,0,0,0,0.0
BARNARD RIVER AT MACKAY,Manning,Lower North Coast,2017-05-10 12:54:00,2017,5,autumn,172.0,0.193,0.02,0.024,0.018,10.0,1.1,105.0,8.7,0,0.0,0,0,0,0,0,0.0
MANNING RIVER AT KILLAWARRA,Manning,Lower North Coast,2017-05-10 16:08:00,2017,5,autumn,155.0,0.228,0.06,0.021,0.016,10.0,1.1,102.0,8.4,0,0.0,0,0,0,0,0,0.0
MACLEAY RIVER AT TURNERS FLAT,Macleay,North Coast,2017-05-11 08:16:00,2017,5,autumn,130.0,0.162,0.03,0.018,0.014,10.0,1.1,94.0,8.6,0,0.0,0,0,0,0,0,0.0
HASTINGS RIVER AT KOOREE ISLAND ROAD,Hastings,Lower North Coast,2017-05-11 10:12:00,2017,5,autumn,123.0,0.18,0.07,0.012,0.008,10.0,1.6,97.5,8.1,0,0.0,0,0,0,0,0,0.0
WALLAMBA RIVER AT DARGAVILLE ROAD CROSSING,Karuah,Lower North Coast,2017-05-11 12:09:00,2017,5,autumn,662.0,0.433,0.16,0.069,0.043,10.0,1.8,51.5,7.8,1,0.0,0,0,0,0,1,0.0
